id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
569591765793165312,negative,1.0,longlines,0.6788,American,,Jess_JCW,,0,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,,2015-02-22 12:17:14 -0800,London,London
569591730506371072,neutral,1.0,,,American,,TrueChief77,,0,"@AmericanAir guarantee no retribution? If so, I'd be glad to share.",,2015-02-22 12:17:05 -0800,970 Colorado,
569591700416393216,negative,1.0,Cancelled Flight,0.6333,American,,tcunningham10,,0,@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help,"[40.46692522, -82.64567078]",2015-02-22 12:16:58 -0800,Central Ohio,Eastern Time (US & Canada)
569591653121597440,negative,1.0,Customer Service Issue,0.7255,American,,kiabeveridge,,0,"@AmericanAir I used the ""call back"" feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp",,2015-02-22 12:16:47 -0800,Chicago,Mountain Time (US & Canada)
569591540944756737,negative,1.0,Customer Service Issue,1.0,American,,GregPoos,,0,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",,2015-02-22 12:16:20 -0800,,
569591533617307648,negative,1.0,Cancelled Flight,1.0,American,,tim_sheehy,,0,@AmericanAir  ugh Dump us in dfw w/no luggage then Cancelled Flight our flight 3 more times. Sat arrival now Tue?,,2015-02-22 12:16:18 -0800,Washington DC,Central Time (US & Canada)
569591393540288512,negative,1.0,Cancelled Flight,1.0,American,,TheJoshAbides,,0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!",,2015-02-22 12:15:45 -0800,New York City,Eastern Time (US & Canada)
569591285150908416,positive,1.0,,,American,,iambmac,,0,@AmericanAir DMing you now! Big thanks.,,2015-02-22 12:15:19 -0800,"Columbus, OH, USA",Eastern Time (US & Canada)
569591136534319105,negative,1.0,Bad Flight,0.6774,American,,A_for_AdNauseam,,0,@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?,,2015-02-22 12:14:44 -0800,,
569590988395708416,positive,1.0,,,American,,howiemandel,,3,@AmericanAir I love your company and your staff is amazing. They just made an uncomfortable situation comfortable,,2015-02-22 12:14:08 -0800,,Pacific Time (US & Canada)
569590965880532993,negative,1.0,Customer Service Issue,1.0,American,,KCBobolz,,0,@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?,,2015-02-22 12:14:03 -0800,"Milwaukee County, Wisconsin",Central Time (US & Canada)
569590892085915649,negative,1.0,Customer Service Issue,1.0,American,,andyellwood,,0,"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?",,2015-02-22 12:13:45 -0800,"New York, New York",Eastern Time (US & Canada)
569590191758962688,negative,1.0,Late Flight,0.3358,American,,Jill_Lynnette,,0,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!,,2015-02-22 12:10:58 -0800,,Eastern Time (US & Canada)
569590013278756865,positive,0.6274,,0.0,American,,Flora_Lola_NYC,,0,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever,,2015-02-22 12:10:16 -0800,,Eastern Time (US & Canada)
569589959088173056,negative,1.0,Can't Tell,1.0,American,,yourlama,,0,"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer.","[32.9070889, -97.03785947]",2015-02-22 12:10:03 -0800,,
569589643487928321,positive,1.0,,,American,,DrCaseyJRudkin,,0,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,"[40.64946781, -73.76624703]",2015-02-22 12:08:48 -0800,East Coast,
569589460226183168,negative,1.0,Late Flight,1.0,American,,cataattack,,0,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!,,2015-02-22 12:08:04 -0800,"Buenos Aires, Argentina",Buenos Aires
569588816438169600,negative,1.0,Cancelled Flight,1.0,American,,KristinaMeyer7,,0,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.",,2015-02-22 12:05:30 -0800,,Eastern Time (US & Canada)
569588651925098496,positive,1.0,,,American,,jlhalldc,,0,"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”",,2015-02-22 12:04:51 -0800,"Washington, DC",Eastern Time (US & Canada)
569588591602458624,negative,1.0,Customer Service Issue,1.0,American,,jontgreen89,,0,@AmericanAir How do I change my flight if the phone system keeps telling me that the representatives are busy?,,2015-02-22 12:04:37 -0800,"Waco, TX",Central Time (US & Canada)
569588473050611712,positive,1.0,,,American,,Laurelinesblog,,0,@AmericanAir Thanks! He is.,,2015-02-22 12:04:09 -0800,"Chapel Hill, NC",
569588464896876545,negative,1.0,Bad Flight,1.0,American,,MDDavis7,,0,@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.,,2015-02-22 12:04:07 -0800,US,Eastern Time (US & Canada)
569587813856841728,neutral,0.6759999999999999,,0.0,American,,Chad_SMFYM,,0,"“@AmericanAir: @TilleyMonsta George, that doesn't look good. Please follow this link to start the refund process: http://t.co/4gr39s91Dl”😂",,2015-02-22 12:01:31 -0800,,Central Time (US & Canada)
569587705937600512,negative,1.0,Cancelled Flight,1.0,American,,RussellsWriting,,0,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.",,2015-02-22 12:01:06 -0800,Los Angeles,Arizona
569587691626622976,negative,0.6684,Late Flight,0.6684,American,,GolfWithWoody,,0,@AmericanAir right on cue with the delays👌,,2015-02-22 12:01:02 -0800,,Quito
569587686496825344,positive,0.3487,,0.0,American,,KristenReenders,,0,@AmericanAir thank you we got on a different flight to Chicago.,,2015-02-22 12:01:01 -0800,,
569587371693355008,negative,1.0,Customer Service Issue,1.0,American,,itsropes,,0,@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc,,2015-02-22 11:59:46 -0800,Texas,
569587242672398336,neutral,1.0,,,American,,sanyabun,,0,@AmericanAir Please bring American Airlines to #BlackBerry10,,2015-02-22 11:59:15 -0800,"Nigeria,lagos",
569587188687634433,negative,1.0,Customer Service Issue,0.6659,American,,SraJackson,,0,"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",,2015-02-22 11:59:02 -0800,New Jersey,Eastern Time (US & Canada)
569587140490866689,neutral,0.6771,,0.0,American,,daviddtwu,,0,@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?,,2015-02-22 11:58:51 -0800,"dallas, TX",
