Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,1,1,1739,1740,1906,1905,WN,812,N482,87,85,70,1,-1,SNA,SMF,404,7,10,0,,0,0,0,0,0,0
2007,1,1,1,1329,1330,1457,1455,WN,1803,N713SW,88,85,76,2,-1,SNA,SMF,404,2,10,0,,0,0,0,0,0,0
2007,1,1,1,1052,1055,1220,1220,WN,1977,N413,88,85,72,0,-3,SNA,SMF,404,3,13,0,,0,0,0,0,0,0
2007,1,1,1,2128,2105,2254,2230,WN,2042,N442,86,85,70,24,23,SNA,SMF,404,5,11,0,,0,9,0,1,0,14
2007,1,1,1,1215,1215,1339,1340,WN,2588,N204,84,85,71,-1,0,SNA,SMF,404,4,9,0,,0,0,0,0,0,0
2007,1,1,1,1634,1625,1808,1810,WN,291,N622SW,154,165,140,-2,9,STL,ABQ,934,5,9,0,,0,0,0,0,0,0
2007,1,1,1,1830,1835,1937,1950,WN,794,N399WN,67,75,58,-13,-5,STL,BHM,410,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1621,1605,1908,1900,WN,357,N727SW,107,115,97,8,16,STL,BWI,737,4,6,0,,0,0,0,0,0,0
2007,1,1,1,2050,2050,2338,2335,WN,675,N637SW,108,105,97,3,0,STL,BWI,737,4,7,0,,0,0,0,0,0,0
2007,1,1,1,915,915,1158,1210,WN,2574,N664WN,103,115,94,-12,0,STL,BWI,737,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1936,1930,2159,2155,WN,1057,N742,83,85,72,4,6,STL,CLE,487,5,6,0,,0,0,0,0,0,0
2007,1,1,1,959,1000,1222,1225,WN,1477,N390SW,83,85,70,-3,-1,STL,CLE,487,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1430,1420,1641,1635,WN,522,N444,71,75,60,6,10,STL,CMH,410,4,7,0,,0,0,0,0,0,0
2007,1,1,1,2116,2110,2241,2250,WN,82,N270,85,100,77,-9,6,STL,DAL,546,2,6,0,,0,0,0,0,0,0
2007,1,1,1,1423,1405,1554,1550,WN,86,N504,91,105,79,4,18,STL,DAL,546,3,9,0,,0,0,0,0,0,0
2007,1,1,1,1902,1855,2036,2035,WN,939,N507,94,100,83,1,7,STL,DAL,546,3,8,0,,0,0,0,0,0,0
2007,1,1,1,908,905,1035,1050,WN,1959,N270,87,105,78,-15,3,STL,DAL,546,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1058,1040,1224,1225,WN,2108,N671SW,86,105,77,-1,18,STL,DAL,546,3,6,0,,0,0,0,0,0,0
2007,1,1,1,2112,2110,2322,2330,WN,198,N526,70,80,60,-8,2,STL,DTW,440,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1657,1700,1920,1925,WN,1880,N637SW,83,85,69,-5,-3,STL,DTW,440,7,7,0,,0,0,0,0,0,0
2007,1,1,1,1649,1645,2019,2025,WN,1460,N730MA,150,160,140,-6,4,STL,FLL,1056,3,7,0,,0,0,0,0,0,0
2007,1,1,1,816,815,1003,1020,WN,669,N625SW,107,125,97,-17,1,STL,HOU,687,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1442,1355,1632,1600,WN,1556,N367,110,125,98,32,47,STL,HOU,687,3,9,0,,0,8,0,0,0,24
2007,1,1,1,1654,1655,1846,1905,WN,1629,N615SW,112,130,99,-19,-1,STL,HOU,687,5,8,0,,0,0,0,0,0,0
2007,1,1,1,951,955,1139,1200,WN,2011,N636WN,108,125,96,-21,-4,STL,HOU,687,3,9,0,,0,0,0,0,0,0
2007,1,1,1,2050,2045,2243,2250,WN,2948,N699SW,113,125,104,-7,5,STL,HOU,687,3,6,0,,0,0,0,0,0,0
2007,1,1,1,808,810,946,950,WN,1214,N635SW,218,220,201,-4,-2,STL,LAS,1372,10,7,0,,0,0,0,0,0,0
2007,1,1,1,1711,1710,1832,1850,WN,1516,N793,201,220,186,-18,1,STL,LAS,1372,8,7,0,,0,0,0,0,0,0
2007,1,1,1,1446,1445,1631,1700,WN,732,N483,225,255,209,-29,1,STL,LAX,1593,7,9,0,,0,0,0,0,0,0
2007,1,1,1,1014,1010,1106,1115,WN,1361,N338,52,65,42,-9,4,STL,LIT,296,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1813,1815,1910,1920,WN,1659,N682,57,65,48,-10,-2,STL,LIT,296,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1914,1850,2016,1950,WN,205,N477,62,60,44,26,24,STL,MCI,237,9,9,0,,0,14,0,2,0,10
2007,1,1,1,1629,1630,1728,1730,WN,1315,N686SW,59,60,45,-2,-1,STL,MCI,237,6,8,0,,0,0,0,0,0,0
2007,2,1,4,1040,1035,1519,1525,WN,924,N348,159,170,141,-6,5,LAS,MCI,1140,4,14,0,,0,0,0,0,0,0
2007,2,1,4,1909,1830,2335,2315,WN,1011,N485WN,146,165,132,20,39,LAS,MCI,1140,4,10,0,,0,0,0,0,0,20
2007,2,1,4,1316,1315,1756,1805,WN,1123,N657SW,160,170,139,-9,1,LAS,MCI,1140,5,16,0,,0,0,0,0,0,0
2007,2,1,4,1613,1620,2050,2115,WN,1622,N603SW,157,175,136,-25,-7,LAS,MCI,1140,6,15,0,,0,0,0,0,0,0
2007,2,1,4,828,830,1533,1545,WN,777,N259WN,245,255,222,-12,-2,LAS,MCO,2039,12,11,0,,0,0,0,0,0,0
2007,2,1,4,740,740,1254,1305,WN,304,N768SW,194,205,178,-11,0,LAS,MDW,1521,5,11,0,,0,0,0,0,0,0
2007,2,1,4,1029,1030,1547,1600,WN,502,N430WN,198,210,181,-13,-1,LAS,MDW,1521,6,11,0,,0,0,0,0,0,0
2007,2,1,4,1338,1330,1850,1900,WN,851,N475WN,192,210,175,-10,8,LAS,MDW,1521,6,11,0,,0,0,0,0,0,0
2007,2,1,4,1946,1935,49,55,WN,1113,N781WN,183,200,171,-6,11,LAS,MDW,1521,4,8,0,,0,0,0,0,0,0
2007,2,1,4,848,845,1407,1410,WN,1325,N220WN,199,205,182,-3,3,LAS,MDW,1521,5,12,0,,0,0,0,0,0,0
2007,2,1,4,1609,1610,2116,2140,WN,1461,N229WN,187,210,175,-24,-1,LAS,MDW,1521,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1657,1700,2211,2230,WN,1988,N444WN,194,210,173,-19,-3,LAS,MDW,1521,5,16,0,,0,0,0,0,0,0
2007,2,1,4,1908,1855,12,15,WN,2184,N720WN,184,200,167,-3,13,LAS,MDW,1521,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1532,1535,2047,2105,WN,2331,N436WN,195,210,179,-18,-3,LAS,MDW,1521,6,10,0,,0,0,0,0,0,0
2007,2,1,4,1156,1155,1725,1725,WN,2892,N788SA,209,210,192,0,1,LAS,MDW,1521,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1817,1820,2328,2340,WN,2997,N741SA,191,200,172,-12,-3,LAS,MDW,1521,4,15,0,,0,0,0,0,0,0
2007,2,1,4,1602,1605,2326,2355,WN,423,N718SW,264,290,249,-29,-3,LAS,MHT,2356,2,13,0,,0,0,0,0,0,0
2007,2,1,4,1915,1850,13,5,WN,355,N778SW,178,195,163,8,25,LAS,MSY,1501,4,11,0,,0,0,0,0,0,0
2007,2,1,4,1424,1405,1544,1535,WN,113,N696SW,80,90,68,9,19,LAS,OAK,407,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1800,1755,1921,1925,WN,550,N459WN,81,90,64,-4,5,LAS,OAK,407,5,12,0,,0,0,0,0,0,0
2007,2,1,4,NA,2120,NA,2250,WN,596,0,NA,90,NA,NA,NA,LAS,OAK,407,0,0,1,A,0,0,0,0,0,0
2007,2,1,4,1214,1210,1351,1345,WN,616,N206WN,97,95,73,6,4,LAS,OAK,407,3,21,0,,0,0,0,0,0,0
2007,2,1,4,1940,1935,2059,2105,WN,641,N787SA,79,90,66,-6,5,LAS,OAK,407,5,8,0,,0,0,0,0,0,0
2007,2,1,4,1339,1305,1506,1435,WN,711,N373,87,90,71,31,34,LAS,OAK,407,5,11,0,,0,0,0,0,0,31
2007,2,1,4,824,825,956,950,WN,1064,N709SW,92,85,68,6,-1,LAS,OAK,407,3,21,0,,0,0,0,0,0,0
2007,2,1,4,2205,2030,2338,2200,WN,1462,N774SW,93,90,68,98,95,LAS,OAK,407,4,21,0,,0,95,0,3,0,0
2007,2,1,4,1524,1515,1649,1645,WN,1888,N647SW,85,90,71,4,9,LAS,OAK,407,5,9,0,,0,0,0,0,0,0
2007,2,1,4,2322,2220,43,2345,WN,1912,N605SW,81,85,59,58,62,LAS,OAK,407,9,13,0,,0,0,0,0,0,58
2007,2,1,4,1028,1030,1153,1200,WN,2035,N633SW,85,90,69,-7,-2,LAS,OAK,407,5,11,0,,0,0,0,0,0,0
2007,2,1,4,1622,1625,1747,1800,WN,2286,N773SA,85,95,66,-13,-3,LAS,OAK,407,5,14,0,,0,0,0,0,0,0
2007,2,1,4,705,710,826,840,WN,2395,N479WN,81,90,67,-14,-5,LAS,OAK,407,3,11,0,,0,0,0,0,0,0
2007,2,1,4,1720,1720,1851,1850,WN,2406,N700GS,91,90,67,1,0,LAS,OAK,407,5,19,0,,0,0,0,0,0,0
2007,2,1,4,1002,1005,1419,1420,WN,2340,N718SW,137,135,119,-1,-3,LAS,OKC,987,4,14,0,,0,0,0,0,0,0
2007,2,1,4,1929,1930,2349,10,WN,240,N445WN,140,160,127,-21,-1,LAS,OMA,1099,4,9,0,,0,0,0,0,0,0
2007,2,1,4,1339,1340,1809,1820,WN,1844,N626SW,150,160,136,-11,-1,LAS,OMA,1099,3,11,0,,0,0,0,0,0,0
2007,2,1,4,745,740,1217,1220,WN,2175,N319,152,160,137,-3,5,LAS,OMA,1099,3,12,0,,0,0,0,0,0,0
2007,2,1,4,1411,1405,1457,1500,WN,509,N744SW,46,55,31,-3,6,LAS,ONT,197,3,12,0,,0,0,0,0,0,0
2007,2,1,4,2134,2035,2223,2125,WN,673,N247WN,49,50,34,58,59,LAS,ONT,197,4,11,0,,0,28,0,0,0,30
2007,2,1,4,1534,1535,1625,1630,WN,1098,N683,51,55,34,-5,-1,LAS,ONT,197,5,12,0,,0,0,0,0,0,0
2007,2,1,4,1056,1055,1143,1150,WN,1423,N626SW,47,55,31,-7,1,LAS,ONT,197,4,12,0,,0,0,0,0,0,0
2007,2,1,4,1345,1325,1438,1425,WN,1518,N602SW,53,60,33,13,20,LAS,ONT,197,4,16,0,,0,0,0,0,0,0
2007,2,1,4,1656,1650,1755,1750,WN,1531,N335,59,60,37,5,6,LAS,ONT,197,3,19,0,,0,0,0,0,0,0
2007,2,1,4,1833,1830,1923,1925,WN,1764,N219WN,50,55,33,-2,3,LAS,ONT,197,4,13,0,,0,0,0,0,0,0
2007,2,1,4,919,925,1004,1020,WN,1789,N382SW,45,55,31,-16,-6,LAS,ONT,197,4,10,0,,0,0,0,0,0,0
2007,2,1,4,656,700,748,755,WN,2480,N248WN,52,55,33,-7,-4,LAS,ONT,197,6,13,0,,0,0,0,0,0,0
2007,2,1,4,804,805,853,855,WN,2596,N205WN,49,50,32,-2,-1,LAS,ONT,197,3,14,0,,0,0,0,0,0,0
2007,2,1,4,1608,1610,2317,2335,WN,933,N790SW,249,265,230,-18,-2,LAS,ORF,2155,4,15,0,,0,0,0,0,0,0
2007,2,1,4,2159,2105,26,2325,WN,567,N258WN,147,140,121,61,54,LAS,PDX,762,2,24,0,,0,54,0,7,0,0
2007,2,1,4,809,810,1037,1030,WN,1707,N374SW,148,140,127,7,-1,LAS,PDX,762,3,18,0,,0,0,0,0,0,0
2007,2,1,4,1340,1340,1559,1600,WN,2232,N611SW,139,140,124,-1,0,LAS,PDX,762,2,13,0,,0,0,0,0,0,0
2007,2,1,4,823,820,1611,1615,WN,488,N752SW,288,295,272,-4,3,LAS,PHL,2176,5,11,0,,0,0,0,0,0,0
2007,2,1,4,1728,1650,44,45,WN,1398,N233LV,256,295,232,-1,38,LAS,PHL,2176,9,15,0,,0,0,0,0,0,0
2007,2,1,4,709,710,914,915,WN,290,N615SW,65,65,48,-1,-1,LAS,PHX,256,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1221,1220,1439,1430,WN,383,N659SW,78,70,48,9,1,LAS,PHX,256,5,25,0,,0,0,0,0,0,0
2007,2,1,4,753,755,950,1000,WN,516,N435WN,57,65,43,-10,-2,LAS,PHX,256,3,11,0,,0,0,0,0,0,0
2007,2,1,4,1501,1500,1711,1710,WN,536,N309SW,70,70,46,1,1,LAS,PHX,256,4,20,0,,0,0,0,0,0,0
2007,2,1,4,1609,1610,1825,1825,WN,689,N707SA,76,75,46,0,-1,LAS,PHX,256,6,24,0,,0,0,0,0,0,0
2007,2,1,4,944,940,1156,1150,WN,962,N239WN,72,70,53,6,4,LAS,PHX,256,6,13,0,,0,0,0,0,0,0
2007,2,1,4,1857,1900,2056,2105,WN,1027,N427WN,59,65,45,-9,-3,LAS,PHX,256,5,9,0,,0,0,0,0,0,0
2007,2,1,4,1301,1300,1517,1510,WN,1296,N306SW,76,70,51,7,1,LAS,PHX,256,5,20,0,,0,0,0,0,0,0
2007,2,1,4,1958,2000,2201,2205,WN,1522,N311,63,65,47,-4,-2,LAS,PHX,256,5,11,0,,0,0,0,0,0,0
2007,2,1,4,2232,2155,25,2355,WN,1602,N323,53,60,39,30,37,LAS,PHX,256,6,8,0,,0,4,0,0,0,26
2007,2,1,4,1853,1800,2051,2010,WN,1653,N337,58,70,44,41,53,LAS,PHX,256,4,10,0,,0,1,0,0,0,40
2007,2,1,4,1530,1530,1730,1740,WN,1807,N417WN,60,70,45,-10,0,LAS,PHX,256,5,10,0,,0,0,0,0,0,0
2007,2,1,4,620,620,818,825,WN,1981,N227WN,58,65,42,-7,0,LAS,PHX,256,5,11,0,,0,0,0,0,0,0
2007,2,1,4,849,850,1050,1055,WN,2222,N750SA,61,65,44,-5,-1,LAS,PHX,256,4,13,0,,0,0,0,0,0,0
2007,2,1,4,2124,2125,2322,2325,WN,2368,N257WN,58,60,42,-3,-1,LAS,PHX,256,5,11,0,,0,0,0,0,0,0
2007,2,1,4,1709,1710,1912,1920,WN,2445,N691WN,63,70,43,-8,-1,LAS,PHX,256,5,15,0,,0,0,0,0,0,0
2007,2,1,4,2038,2040,2231,2245,WN,2566,N525,53,65,41,-14,-2,LAS,PHX,256,4,8,0,,0,0,0,0,0,0
2007,2,1,4,NA,1115,NA,1325,WN,2750,0,NA,70,NA,NA,NA,LAS,PHX,256,0,0,1,A,0,0,0,0,0,0
2007,2,1,4,1334,1335,1536,1545,WN,2752,N519,62,70,44,-9,-1,LAS,PHX,256,5,13,0,,0,0,0,0,0,0
2007,2,1,4,1047,1030,1741,1730,WN,803,N215WN,234,240,216,11,17,LAS,PIT,1910,5,13,0,,0,0,0,0,0,0
2007,2,1,4,1439,1440,2149,2140,WN,2659,N202WN,250,240,213,9,-1,LAS,PIT,1910,14,23,0,,0,0,0,0,0,0
2007,2,1,4,1552,1550,2319,2335,WN,1729,N460WN,267,285,253,-16,2,LAS,PVD,2363,5,9,0,,0,0,0,0,0,0
2007,2,1,4,1116,1055,1819,1810,WN,2726,N776WN,243,255,225,9,21,LAS,RDU,2027,5,13,0,,0,0,0,0,0,0
2007,2,1,4,1430,1425,1547,1545,WN,296,N261WN,77,80,62,2,5,LAS,RNO,345,3,12,0,,0,0,0,0,0,0
2007,2,1,4,2003,2005,2115,2120,WN,542,N244WN,72,75,61,-5,-2,LAS,RNO,345,2,9,0,,0,0,0,0,0,0
2007,2,1,4,1722,1725,1843,1845,WN,566,N201LV,81,80,60,-2,-3,LAS,RNO,345,2,19,0,,0,0,0,0,0,0
2007,2,1,4,556,600,712,720,WN,957,N437WN,76,80,60,-8,-4,LAS,RNO,345,3,13,0,,0,0,0,0,0,0
2007,2,1,4,1021,1000,1143,1120,WN,1039,N224WN,82,80,63,23,21,LAS,RNO,345,4,15,0,,0,21,0,2,0,0
2007,2,1,4,840,840,952,955,WN,1198,N400WN,72,75,59,-3,0,LAS,RNO,345,3,10,0,,0,0,0,0,0,0
2007,2,1,4,1611,1610,1724,1730,WN,1221,N728SW,73,80,59,-6,1,LAS,RNO,345,3,11,0,,0,0,0,0,0,0
2007,2,1,4,1123,1125,1238,1245,WN,1496,N405WN,75,80,60,-7,-2,LAS,RNO,345,4,11,0,,0,0,0,0,0,0
2007,2,1,4,653,655,812,815,WN,1605,N309SW,79,80,62,-3,-2,LAS,RNO,345,4,13,0,,0,0,0,0,0,0
2007,2,1,4,2257,2150,20,2305,WN,1933,N301SW,83,75,64,75,67,LAS,RNO,345,5,14,0,,0,1,0,8,0,66
2007,2,1,4,2053,2035,2200,2150,WN,1969,N671SW,67,75,57,10,18,LAS,RNO,345,2,8,0,,0,0,0,0,0,0
2007,2,1,4,1834,1835,1945,1950,WN,1999,N783SW,71,75,58,-5,-1,LAS,RNO,345,3,10,0,,0,0,0,0,0,0
2007,2,1,4,1303,1305,1422,1425,WN,2504,N445WN,79,80,59,-3,-2,LAS,RNO,345,3,17,0,,0,0,0,0,0,0
2007,2,1,4,1131,1135,1230,1240,WN,335,N208WN,59,65,44,-10,-4,LAS,SAN,258,2,13,0,,0,0,0,0,0,0
2007,2,1,4,1741,1740,1836,1845,WN,501,N478WN,55,65,42,-9,1,LAS,SAN,258,3,10,0,,0,0,0,0,0,0
2007,2,1,4,1311,1315,1408,1420,WN,643,N211WN,57,65,41,-12,-4,LAS,SAN,258,2,14,0,,0,0,0,0,0,0
2007,2,1,4,2200,2150,2305,2250,WN,955,N227WN,65,60,42,15,10,LAS,SAN,258,3,20,0,,0,5,0,5,0,5
2007,2,1,4,1623,1625,1727,1730,WN,1116,N445WN,64,65,42,-3,-2,LAS,SAN,258,3,19,0,,0,0,0,0,0,0
